ACCID,DB,Feature,Start,End,misc1,Strand,misc2,Notes,gene_synonym,ECKnb,JWnb,Bnb,locus_tag,GeneID,Parent,ID,gbkey,gene_biotype,gene,product
AP009048.1,DDBJ,CDS,4327121,4327489,.,-,0,ID=cds-phnE;Parent=gene-phnE;Note=ECK4096:JW4064:b4103%3B~phosphonate/organophosphate ester transporter;gbkey=CDS;gene=phnE;pseudo=true;transl_table=11,ECK4096:JW4064:b4103%3B~phosphonate/organophosphate ester transporter,ECK4096,JW4064,b4103,NA,NA,gene-phnE,cds-phnE,CDS,pseudogene,phnE,NA
AP009048.1,DDBJ,CDS,4327339,4327959,.,-,0,ID=cds-BAE78106.1;Parent=gene-phnE;Dbxref=NCBI_GP:BAE78106.1;Name=BAE78106.1;Note=ECK4097:JW4065:b4104%3B~membrane component of ABC superfamily;gbkey=CDS;gene=phnE;product=phosphonate/organophosphate ester transporter subunit;protein_id=BAE78106.1;transl_table=11,ECK4097:JW4065:b4104%3B~membrane component of ABC superfamily,ECK4097,JW4065,b4104,NA,NA,gene-phnE,cds-BAE78106.1,CDS,pseudogene,phnE,phosphonate/organophosphate ester transporter subunit
AP009048.1,DDBJ,CDS,4328014,4329030,.,-,0,ID=cds-BAE78107.1;Parent=gene-phnD;Dbxref=NCBI_GP:BAE78107.1;Name=BAE78107.1;Note=ECK4098:JW4066:b4105%3B~periplasmic binding component of ABC superfamily;gbkey=CDS;gene=phnD;product=phosphonate/organophosphate ester transporter subunit;protein_id=BAE78107.1;transl_table=11,ECK4098:JW4066:b4105%3B~periplasmic binding component of ABC superfamily,ECK4098,JW4066,b4105,NA,NA,gene-phnD,cds-BAE78107.1,CDS,protein_coding,phnD,phosphonate/organophosphate ester transporter subunit
AP009048.1,DDBJ,CDS,4329055,4329843,.,-,0,ID=cds-BAE78108.1;Parent=gene-phnC;Dbxref=NCBI_GP:BAE78108.1;Name=BAE78108.1;Note=ATP-binding component of ABC superfamily%3B~ECK4099:JW4067:b4106;gbkey=CDS;gene=phnC;product=phosphonate/organophosphate ester transporter subunit;protein_id=BAE78108.1;transl_table=11,ECK4099:JW4067:b4106,ECK4099,JW4067,b4106,NA,NA,gene-phnC,cds-BAE78108.1,CDS,protein_coding,phnC,phosphonate/organophosphate ester transporter subunit
AP009048.1,DDBJ,CDS,4329976,4330419,.,-,0,ID=cds-BAE78109.1;Parent=gene-phnB;Dbxref=NCBI_GP:BAE78109.1;Name=BAE78109.1;Note=ECK4100:JW4068:b4107;gbkey=CDS;gene=phnB;product=conserved hypothetical protein;protein_id=BAE78109.1;transl_table=11,ECK4100:JW4068:b4107,ECK4100,JW4068,b4107,NA,NA,gene-phnB,cds-BAE78109.1,CDS,protein_coding,phnB,conserved hypothetical protein
AP009048.1,DDBJ,CDS,4331077,4331412,.,-,0,ID=cds-BAE78110.1;Parent=gene-phnA;Dbxref=NCBI_GP:BAE78110.1;Name=BAE78110.1;Note=ECK4101:JW4069:b4108;gbkey=CDS;gene=phnA;product=predicted phosphonate metabolizing protein;protein_id=BAE78110.1;transl_table=11,ECK4101:JW4069:b4108,ECK4101,JW4069,b4108,NA,NA,gene-phnA,cds-BAE78110.1,CDS,protein_coding,phnA,predicted phosphonate metabolizing protein
AP009048.1,DDBJ,CDS,4331813,4334041,.,+,0,ID=cds-BAE78111.1;Parent=gene-yjdA;Dbxref=NCBI_GP:BAE78111.1;Name=BAE78111.1;Note=ECK4102:JW4070:b4109;gbkey=CDS;gene=yjdA;product=conserved hypothetical protein with nucleoside triphosphate hydrolase domain;protein_id=BAE78111.1;transl_table=11,ECK4102:JW4070:b4109,ECK4102,JW4070,b4109,NA,NA,gene-yjdA,cds-BAE78111.1,CDS,protein_coding,yjdA,conserved hypothetical protein with nucleoside triphosphate hydrolase domain
AP009048.1,DDBJ,CDS,4334038,4334916,.,+,0,ID=cds-BAE78112.1;Parent=gene-yjcZ;Dbxref=NCBI_GP:BAE78112.1;Name=BAE78112.1;Note=ECK4103:JW5729:b4110;gbkey=CDS;gene=yjcZ;product=conserved hypothetical protein;protein_id=BAE78112.1;transl_table=11,ECK4103:JW5729:b4110,ECK4103,JW5729,b4110,NA,NA,gene-yjcZ,cds-BAE78112.1,CDS,protein_coding,yjcZ,conserved hypothetical protein
AP009048.1,DDBJ,CDS,4335180,4336682,.,+,0,ID=cds-BAE78113.1;Parent=gene-proP;Dbxref=NCBI_GP:BAE78113.1;Name=BAE78113.1;Note=ECK4104:JW4072:b4111;gbkey=CDS;gene=proP;product=proline/glycine betaine transporter;protein_id=BAE78113.1;transl_table=11,ECK4104:JW4072:b4111,ECK4104,JW4072,b4111,NA,NA,gene-proP,cds-BAE78113.1,CDS,protein_coding,proP,proline/glycine betaine transporter
AP009048.1,DDBJ,CDS,4336859,4337950,.,-,0,ID=cds-BAE78114.1;Parent=gene-basS;Dbxref=NCBI_GP:BAE78114.1;Name=BAE78114.1;Note=ECK4105:JW4073:b4112;gbkey=CDS;gene=basS;product=sensory histidine kinase in two-component regulatory system with BasR;protein_id=BAE78114.1;transl_table=11,ECK4105:JW4073:b4112,ECK4105,JW4073,b4112,NA,NA,gene-basS,cds-BAE78114.1,CDS,protein_coding,basS,sensory histidine kinase in two-component regulatory system with BasR
AP009048.1,DDBJ,CDS,4337960,4338628,.,-,0,ID=cds-BAE78115.1;Parent=gene-basR;Dbxref=NCBI_GP:BAE78115.1;Name=BAE78115.1;Note=ECK4106:JW4074:b4113;gbkey=CDS;gene=basR;product=DNA-binding response regulator in two-component regulatory system with BasS;protein_id=BAE78115.1;transl_table=11,ECK4106:JW4074:b4113,ECK4106,JW4074,b4113,NA,NA,gene-basR,cds-BAE78115.1,CDS,protein_coding,basR,DNA-binding response regulator in two-component regulatory system with BasS
AP009048.1,DDBJ,CDS,4338625,4340268,.,-,0,ID=cds-BAE78116.1;Parent=gene-eptA;Dbxref=NCBI_GP:BAE78116.1;Name=BAE78116.1;Note=ECK4107:JW5730:b4114;gbkey=CDS;gene=eptA;product=predicted metal dependent hydrolase;protein_id=BAE78116.1;transl_table=11,ECK4107:JW5730:b4114,ECK4107,JW5730,b4114,NA,NA,gene-eptA,cds-BAE78116.1,CDS,protein_coding,eptA,predicted metal dependent hydrolase
AP009048.1,DDBJ,CDS,4340372,4341709,.,-,0,ID=cds-BAE78117.1;Parent=gene-adiC;Dbxref=NCBI_GP:BAE78117.1;Name=BAE78117.1;Note=ECK4108:JW4076:b4115;gbkey=CDS;gene=adiC;product=arginine:agmatin;protein_id=BAE78117.1;transl_table=11,ECK4108:JW4076:b4115,ECK4108,JW4076,b4115,NA,NA,gene-adiC,cds-BAE78117.1,CDS,protein_coding,adiC,arginine:agmatin
AP009048.1,DDBJ,CDS,4341846,4342607,.,-,0,ID=cds-BAE78118.1;Parent=gene-adiY;Dbxref=NCBI_GP:BAE78118.1;Name=BAE78118.1;Note=ECK4109:JW4077:b4116;gbkey=CDS;gene=adiY;product=DNA-binding transcriptional activator;protein_id=BAE78118.1;transl_table=11,ECK4109:JW4077:b4116,ECK4109,JW4077,b4116,NA,NA,gene-adiY,cds-BAE78118.1,CDS,protein_coding,adiY,DNA-binding transcriptional activator
AP009048.1,DDBJ,CDS,4342932,4345202,.,-,0,ID=cds-BAE78119.1;Parent=gene-adiA;Dbxref=NCBI_GP:BAE78119.1;Name=BAE78119.1;Note=ECK4110:JW5731:b4117;gbkey=CDS;gene=adiA;product=biodegradative arginine decarboxylase;protein_id=BAE78119.1;transl_table=11,ECK4110:JW5731:b4117,ECK4110,JW5731,b4117,NA,NA,gene-adiA,cds-BAE78119.1,CDS,protein_coding,adiA,biodegradative arginine decarboxylase
AP009048.1,DDBJ,CDS,4345398,4346306,.,-,0,ID=cds-BAE78120.1;Parent=gene-melR;Dbxref=NCBI_GP:BAE78120.1;Name=BAE78120.1;Note=ECK4111:JW4079:b4118;gbkey=CDS;gene=melR;product=DNA-binding transcriptional dual regulator;protein_id=BAE78120.1;transl_table=11,ECK4111:JW4079:b4118,ECK4111,JW4079,b4118,NA,NA,gene-melR,cds-BAE78120.1,CDS,protein_coding,melR,DNA-binding transcriptional dual regulator
AP009048.1,DDBJ,CDS,4346589,4347944,.,+,0,ID=cds-BAE78121.1;Parent=gene-melA;Dbxref=NCBI_GP:BAE78121.1;Name=BAE78121.1;Note=ECK4112:JW4080:b4119;gbkey=CDS;gene=melA;product=alpha-galactosidase%2C NAD(P)-binding;protein_id=BAE78121.1;transl_table=11,ECK4112:JW4080:b4119,ECK4112,JW4080,b4119,NA,NA,gene-melA,cds-BAE78121.1,CDS,protein_coding,melA,alpha-galactosidase%2C NAD(P)-binding
AP009048.1,DDBJ,CDS,4348059,4349468,.,+,0,ID=cds-BAE78122.1;Parent=gene-melB;Dbxref=NCBI_GP:BAE78122.1;Name=BAE78122.1;Note=ECK4113:JW4081:b4120;gbkey=CDS;gene=melB;product=melibiose:sodium symporter;protein_id=BAE78122.1;transl_table=11,ECK4113:JW4081:b4120,ECK4113,JW4081,b4120,NA,NA,gene-melB,cds-BAE78122.1,CDS,protein_coding,melB,melibiose:sodium symporter
AP009048.1,DDBJ,CDS,4349607,4350236,.,-,0,ID=cds-BAE78123.1;Parent=gene-yjdF;Dbxref=NCBI_GP:BAE78123.1;Name=BAE78123.1;Note=ECK4114:JW4082:b4121;gbkey=CDS;gene=yjdF;product=conserved inner membrane protein;protein_id=BAE78123.1;transl_table=11,ECK4114:JW4082:b4121,ECK4114,JW4082,b4121,NA,NA,gene-yjdF,cds-BAE78123.1,CDS,protein_coding,yjdF,conserved inner membrane protein
AP009048.1,DDBJ,CDS,4350358,4352004,.,-,0,ID=cds-BAE78124.1;Parent=gene-fumB;Dbxref=NCBI_GP:BAE78124.1;Name=BAE78124.1;Note=ECK4115:JW4083:b4122%3B~fumarase B;gbkey=CDS;gene=fumB;product=anaerobic class I fumarate hydratase;protein_id=BAE78124.1;transl_table=11,ECK4115:JW4083:b4122%3B~fumarase B,ECK4115,JW4083,b4122,NA,NA,gene-fumB,cds-BAE78124.1,CDS,protein_coding,fumB,anaerobic class I fumarate hydratase
AP009048.1,DDBJ,CDS,4352082,4353422,.,-,0,ID=cds-BAE78125.1;Parent=gene-dcuB;Dbxref=NCBI_GP:BAE78125.1;Name=BAE78125.1;Note=ECK4116:JW4084:b4123;gbkey=CDS;gene=dcuB;product=C4-dicarboxylate antiporter;protein_id=BAE78125.1;transl_table=11,ECK4116:JW4084:b4123,ECK4116,JW4084,b4123,NA,NA,gene-dcuB,cds-BAE78125.1,CDS,protein_coding,dcuB,C4-dicarboxylate antiporter
AP009048.1,DDBJ,CDS,4353993,4354712,.,-,0,ID=cds-BAE78126.1;Parent=gene-dcuR;Dbxref=NCBI_GP:BAE78126.1;Name=BAE78126.1;Note=ECK4117:JW4085:b4124;gbkey=CDS;gene=dcuR;product=DNA-binding response regulator in two-component regulatory system with DcuS;protein_id=BAE78126.1;transl_table=11,ECK4117:JW4085:b4124,ECK4117,JW4085,b4124,NA,NA,gene-dcuR,cds-BAE78126.1,CDS,protein_coding,dcuR,DNA-binding response regulator in two-component regulatory system with DcuS
AP009048.1,DDBJ,CDS,4354709,4356340,.,-,0,ID=cds-BAE78127.1;Parent=gene-dcuS;Dbxref=NCBI_GP:BAE78127.1;Name=BAE78127.1;Note=ECK4118:JW4086:b4125;gbkey=CDS;gene=dcuS;product=sensory histidine kinase in two-component regulatory system with DcuR%2C regulator of anaerobic fumarate respiration;protein_id=BAE78127.1;transl_table=11,ECK4118:JW4086:b4125,ECK4118,JW4086,b4125,NA,NA,gene-dcuS,cds-BAE78127.1,CDS,protein_coding,dcuS,sensory histidine kinase in two-component regulatory system with DcuR%2C regulator of anaerobic fumarate respiration
AP009048.1,DDBJ,CDS,4356521,4356751,.,+,0,ID=cds-BAE78128.1;Parent=gene-yjdI;Dbxref=NCBI_GP:BAE78128.1;Name=BAE78128.1;Note=ECK4119:JW4087:b4126;gbkey=CDS;gene=yjdI;product=conserved hypothetical protein;protein_id=BAE78128.1;transl_table=11,ECK4119:JW4087:b4126,ECK4119,JW4087,b4126,NA,NA,gene-yjdI,cds-BAE78128.1,CDS,protein_coding,yjdI,conserved hypothetical protein
AP009048.1,DDBJ,CDS,4356763,4357035,.,+,0,ID=cds-BAE78129.1;Parent=gene-yjdJ;Dbxref=NCBI_GP:BAE78129.1;Name=BAE78129.1;Note=ECK4120:JW4088:b4127;gbkey=CDS;gene=yjdJ;product=predicted acyltransferase with acyl-CoA N-acyltransferase domain;protein_id=BAE78129.1;transl_table=11,ECK4120:JW4088:b4127,ECK4120,JW4088,b4127,NA,NA,gene-yjdJ,cds-BAE78129.1,CDS,protein_coding,yjdJ,predicted acyltransferase with acyl-CoA N-acyltransferase domain
AP009048.1,DDBJ,CDS,4357262,4357558,.,+,0,ID=cds-BAE78130.1;Parent=gene-yjdK;Dbxref=NCBI_GP:BAE78130.1;Name=BAE78130.1;Note=ECK4121:JW4089:b4128;gbkey=CDS;gene=yjdK;product=hypothetical protein;protein_id=BAE78130.1;transl_table=11,ECK4121:JW4089:b4128,ECK4121,JW4089,b4128,NA,NA,gene-yjdK,cds-BAE78130.1,CDS,protein_coding,yjdK,hypothetical protein
AP009048.1,DDBJ,CDS,4357586,4357759,.,+,0,ID=cds-BAE78131.1;Parent=gene-yjdO;Dbxref=NCBI_GP:BAE78131.1;Name=BAE78131.1;Note=ECK4122:JW5732:b4559;gbkey=CDS;gene=yjdO;product=hypothetical protein;protein_id=BAE78131.1;transl_table=11,ECK4122:JW5732:b4559,ECK4122,JW5732,b4559,NA,NA,gene-yjdO,cds-BAE78131.1,CDS,protein_coding,yjdO,hypothetical protein
AP009048.1,DDBJ,CDS,4357878,4359395,.,-,0,ID=cds-BAE78132.1;Parent=gene-lysU;Dbxref=NCBI_GP:BAE78132.1;Name=BAE78132.1;Note=ECK4123:JW4090:b4129;gbkey=CDS;gene=lysU;product=lysine tRNA synthetase%2C inducible;protein_id=BAE78132.1;transl_table=11,ECK4123:JW4090:b4129,ECK4123,JW4090,b4129,NA,NA,gene-lysU,cds-BAE78132.1,CDS,protein_coding,lysU,lysine tRNA synthetase%2C inducible
AP009048.1,DDBJ,CDS,4359632,4361089,.,-,0,ID=cds-BAE78133.1;Parent=gene-yjdL;Dbxref=NCBI_GP:BAE78133.1;Name=BAE78133.1;Note=ECK4124:JW4091:b4130;gbkey=CDS;gene=yjdL;product=predicted transporter;protein_id=BAE78133.1;transl_table=11,ECK4124:JW4091:b4130,ECK4124,JW4091,b4130,NA,NA,gene-yjdL,cds-BAE78133.1,CDS,protein_coding,yjdL,predicted transporter
AP009048.1,DDBJ,CDS,4361148,4363295,.,-,0,ID=cds-BAE78134.1;Parent=gene-cadA;Dbxref=NCBI_GP:BAE78134.1;Name=BAE78134.1;Note=ECK4125:JW4092:b4131;gbkey=CDS;gene=cadA;product=lysine decarboxylase 1;protein_id=BAE78134.1;transl_table=11,ECK4125:JW4092:b4131,ECK4125,JW4092,b4131,NA,NA,gene-cadA,cds-BAE78134.1,CDS,protein_coding,cadA,lysine decarboxylase 1
AP009048.1,DDBJ,CDS,4363375,4364709,.,-,0,ID=cds-BAE78135.1;Parent=gene-cadB;Dbxref=NCBI_GP:BAE78135.1;Name=BAE78135.1;Note=ECK4126:JW4093:b4132;gbkey=CDS;gene=cadB;product=predicted lysine/cadaverine transporter;protein_id=BAE78135.1;transl_table=11,ECK4126:JW4093:b4132,ECK4126,JW4093,b4132,NA,NA,gene-cadB,cds-BAE78135.1,CDS,protein_coding,cadB,predicted lysine/cadaverine transporter
AP009048.1,DDBJ,CDS,4365074,4366612,.,-,0,ID=cds-BAE78136.1;Parent=gene-cadC;Dbxref=NCBI_GP:BAE78136.1;Name=BAE78136.1;Note=ECK4127:JW4094:b4133;gbkey=CDS;gene=cadC;product=DNA-binding transcriptional activator;protein_id=BAE78136.1;transl_table=11,ECK4127:JW4094:b4133,ECK4127,JW4094,b4133,NA,NA,gene-cadC,cds-BAE78136.1,CDS,protein_coding,cadC,DNA-binding transcriptional activator
AP009048.1,DDBJ,tRNA,4367229,4367304,.,-,.,ID=rna-pheU;Parent=gene-pheU;Note=ECK4128:JWR0111:b4134%3B~Phenylalanine tRNA;gbkey=tRNA;gene=pheU;product=tRNA-Phe,ECK4128:JWR0111:b4134%3B~Phenylalanine tRNA,ECK4128,JWR0111,b4134,NA,NA,gene-pheU,rna-pheU,tRNA,tRNA,pheU,tRNA-Phe
AP009048.1,DDBJ,exon,4367229,4367304,.,-,.,ID=exon-pheU-1;Parent=rna-pheU;Note=ECK4128:JWR0111:b4134%3B~Phenylalanine tRNA;gbkey=tRNA;gene=pheU;product=tRNA-Phe,ECK4128:JWR0111:b4134%3B~Phenylalanine tRNA,ECK4128,JWR0111,b4134,NA,NA,rna-pheU,exon-pheU-1,tRNA,tRNA,pheU,tRNA-Phe
AP009048.1,DDBJ,CDS,4367411,4367986,.,-,0,ID=cds-BAE78137.1;Parent=gene-yjdC;Dbxref=NCBI_GP:BAE78137.1;Name=BAE78137.1;Note=ECK4129:JW5733:b4135;gbkey=CDS;gene=yjdC;product=predicted transcriptional regulator;protein_id=BAE78137.1;transl_table=11,ECK4129:JW5733:b4135,ECK4129,JW5733,b4135,NA,NA,gene-yjdC,cds-BAE78137.1,CDS,protein_coding,yjdC,predicted transcriptional regulator
AP009048.1,DDBJ,CDS,4368023,4369720,.,-,0,ID=cds-BAE78138.1;Parent=gene-dipZ;Dbxref=NCBI_GP:BAE78138.1;Name=BAE78138.1;Note=ECK4130:JW5734:b4136;gbkey=CDS;gene=dipZ;product=fused thiol:disulfide interchange protein;protein_id=BAE78138.1;transl_table=11,ECK4130:JW5734:b4136,ECK4130,JW5734,b4136,NA,NA,gene-dipZ,cds-BAE78138.1,CDS,protein_coding,dipZ,fused thiol:disulfide interchange protein
AP009048.1,DDBJ,CDS,4369696,4370034,.,-,0,ID=cds-BAE78139.1;Parent=gene-cutA;Dbxref=NCBI_GP:BAE78139.1;Name=BAE78139.1;Note=ECK4131:JW4097:b4137;gbkey=CDS;gene=cutA;product=copper binding protein%2C copper sensitivity;protein_id=BAE78139.1;transl_table=11,ECK4131:JW4097:b4137,ECK4131,JW4097,b4137,NA,NA,gene-cutA,cds-BAE78139.1,CDS,protein_coding,cutA,copper binding protein%2C copper sensitivity
AP009048.1,DDBJ,CDS,4370150,4371265,.,-,0,ID=cds-BAE78140.1;Parent=gene-dcuA;Dbxref=NCBI_GP:BAE78140.1;Name=BAE78140.1;Note=ECK4132:JW5735:b4138;gbkey=CDS;gene=dcuA;product=C4-dicarboxylate antiporter;protein_id=BAE78140.1;transl_table=11,ECK4132:JW5735:b4138,ECK4132,JW5735,b4138,NA,NA,gene-dcuA,cds-BAE78140.1,CDS,protein_coding,dcuA,C4-dicarboxylate antiporter
AP009048.1,DDBJ,CDS,4371571,4373007,.,-,0,ID=cds-BAE78141.1;Parent=gene-aspA;Dbxref=NCBI_GP:BAE78141.1;Name=BAE78141.1;Note=ECK4133:JW4099:b4139;gbkey=CDS;gene=aspA;product=aspartate ammonia-lyase;protein_id=BAE78141.1;transl_table=11,ECK4133:JW4099:b4139,ECK4133,JW4099,b4139,NA,NA,gene-aspA,cds-BAE78141.1,CDS,protein_coding,aspA,aspartate ammonia-lyase
AP009048.1,DDBJ,CDS,4373344,4373820,.,+,0,ID=cds-BAE78142.1;Parent=gene-fxsA;Dbxref=NCBI_GP:BAE78142.1;Name=BAE78142.1;Note=ECK4134:JW4100:b4140;gbkey=CDS;gene=fxsA;product=inner membrane protein;protein_id=BAE78142.1;transl_table=11,ECK4134:JW4100:b4140,ECK4134,JW4100,b4140,NA,NA,gene-fxsA,cds-BAE78142.1,CDS,protein_coding,fxsA,inner membrane protein
AP009048.1,DDBJ,CDS,4373836,4375092,.,-,0,ID=cds-BAE78143.1;Parent=gene-yjeH;Dbxref=NCBI_GP:BAE78143.1;Name=BAE78143.1;Note=ECK4135:JW4101:b4141;gbkey=CDS;gene=yjeH;product=predicted transporter;protein_id=BAE78143.1;transl_table=11,ECK4135:JW4101:b4141,ECK4135,JW4101,b4141,NA,NA,gene-yjeH,cds-BAE78143.1,CDS,protein_coding,yjeH,predicted transporter
AP009048.1,DDBJ,CDS,4375368,4375661,.,+,0,ID=cds-BAE78144.1;Parent=gene-groS;Dbxref=NCBI_GP:BAE78144.1;Name=BAE78144.1;Note=ECK4136:JW4102:b4142;gbkey=CDS;gene=groS;product=Cpn10 chaperonin GroES%2C small subunit of GroESL;protein_id=BAE78144.1;transl_table=11,ECK4136:JW4102:b4142,ECK4136,JW4102,b4142,NA,NA,gene-groS,cds-BAE78144.1,CDS,protein_coding,groS,Cpn10 chaperonin GroES%2C small subunit of GroESL
AP009048.1,DDBJ,CDS,4375705,4377351,.,+,0,ID=cds-BAE78145.1;Parent=gene-groL;Dbxref=NCBI_GP:BAE78145.1;Name=BAE78145.1;Note=ECK4137:JW4103:b4143;gbkey=CDS;gene=groL;product=Cpn60 chaperonin GroEL%2C large subunit of GroESL;protein_id=BAE78145.1;transl_table=11,ECK4137:JW4103:b4143,ECK4137,JW4103,b4143,NA,NA,gene-groL,cds-BAE78145.1,CDS,protein_coding,groL,Cpn60 chaperonin GroEL%2C large subunit of GroESL
AP009048.1,DDBJ,CDS,4377489,4377842,.,+,0,ID=cds-BAE78146.1;Parent=gene-yjeI;Dbxref=NCBI_GP:BAE78146.1;Name=BAE78146.1;Note=ECK4138:JW5736:b4144;gbkey=CDS;gene=yjeI;product=conserved hypothetical protein;protein_id=BAE78146.1;transl_table=11,ECK4138:JW5736:b4144,ECK4138,JW5736,b4144,NA,NA,gene-yjeI,cds-BAE78146.1,CDS,protein_coding,yjeI,conserved hypothetical protein
AP009048.1,DDBJ,CDS,4378045,4378914,.,-,0,ID=cds-BAE78147.1;Parent=gene-yjeJ;Dbxref=NCBI_GP:BAE78147.1;Name=BAE78147.1;Note=ECK4139:JW4105:b4145;gbkey=CDS;gene=yjeJ;product=hypothetical protein;protein_id=BAE78147.1;transl_table=11,ECK4139:JW4105:b4145,ECK4139,JW4105,b4145,NA,NA,gene-yjeJ,cds-BAE78147.1,CDS,protein_coding,yjeJ,hypothetical protein
AP009048.1,DDBJ,CDS,4379309,4380337,.,-,0,ID=cds-BAE78148.1;Parent=gene-yjeK;Dbxref=NCBI_GP:BAE78148.1;Name=BAE78148.1;Note=ECK4140:JW4106:b4146;gbkey=CDS;gene=yjeK;product=predicted lysine aminomutase;protein_id=BAE78148.1;transl_table=11,ECK4140:JW4106:b4146,ECK4140,JW4106,b4146,NA,NA,gene-yjeK,cds-BAE78148.1,CDS,protein_coding,yjeK,predicted lysine aminomutase
AP009048.1,DDBJ,CDS,4380379,4380945,.,+,0,ID=cds-BAE78149.1;Parent=gene-efp;Dbxref=NCBI_GP:BAE78149.1;Name=BAE78149.1;Note=ECK4141:JW4107:b4147;gbkey=CDS;gene=efp;product=Elongation factor EF-P;protein_id=BAE78149.1;transl_table=11,ECK4141:JW4107:b4147,ECK4141,JW4107,b4147,NA,NA,gene-efp,cds-BAE78149.1,CDS,protein_coding,efp,Elongation factor EF-P
AP009048.1,DDBJ,CDS,4380997,4381122,.,+,0,ID=cds-BAE78150.1;Parent=gene-ecnA;Dbxref=NCBI_GP:BAE78150.1;Name=BAE78150.1;Note=ECK4142:JW5737:b4410;gbkey=CDS;gene=ecnA;product=entericidin A membrane lipoprotein%2C antidote entericidin B;protein_id=BAE78150.1;transl_table=11,ECK4142:JW5737:b4410,ECK4142,JW5737,b4410,NA,NA,gene-ecnA,cds-BAE78150.1,CDS,protein_coding,ecnA,entericidin A membrane lipoprotein%2C antidote entericidin B
AP009048.1,DDBJ,CDS,4381233,4381379,.,+,0,ID=cds-BAE78151.1;Parent=gene-ecnB;Dbxref=NCBI_GP:BAE78151.1;Name=BAE78151.1;Note=ECK4143:JW4108:b4411;gbkey=CDS;gene=ecnB;product=entericidin B membrane lipoprotein;protein_id=BAE78151.1;transl_table=11,ECK4143:JW4108:b4411,ECK4143,JW4108,b4411,NA,NA,gene-ecnB,cds-BAE78151.1,CDS,protein_coding,ecnB,entericidin B membrane lipoprotein
AP009048.1,DDBJ,CDS,4381555,4381872,.,+,0,ID=cds-BAE78152.1;Parent=gene-sugE;Dbxref=NCBI_GP:BAE78152.1;Name=BAE78152.1;Note=ECK4144:JW5738:b4148;gbkey=CDS;gene=sugE;product=multidrug efflux system protein;protein_id=BAE78152.1;transl_table=11,ECK4144:JW5738:b4148,ECK4144,JW5738,b4148,NA,NA,gene-sugE,cds-BAE78152.1,CDS,protein_coding,sugE,multidrug efflux system protein
AP009048.1,DDBJ,CDS,4381869,4382402,.,-,0,ID=cds-BAE78153.1;Parent=gene-blc;Dbxref=NCBI_GP:BAE78153.1;Name=BAE78153.1;Note=ECK4145:JW4110:b4149%3B~lipocalin;gbkey=CDS;gene=blc;product=outer membrane lipoprotein;protein_id=BAE78153.1;transl_table=11,ECK4145:JW4110:b4149%3B~lipocalin,ECK4145,JW4110,b4149,NA,NA,gene-blc,cds-BAE78153.1,CDS,protein_coding,blc,outer membrane lipoprotein
AP009048.1,DDBJ,CDS,4382491,4383624,.,-,0,ID=cds-BAE78154.1;Parent=gene-ampC;Dbxref=NCBI_GP:BAE78154.1;Name=BAE78154.1;Note=ECK4146:JW4111:b4150;gbkey=CDS;gene=ampC;product=beta-lactamase/D-alanine carboxypeptidase;protein_id=BAE78154.1;transl_table=11,ECK4146:JW4111:b4150,ECK4146,JW4111,b4150,NA,NA,gene-ampC,cds-BAE78154.1,CDS,protein_coding,ampC,beta-lactamase/D-alanine carboxypeptidase
AP009048.1,DDBJ,CDS,4383687,4384046,.,-,0,ID=cds-BAE78155.1;Parent=gene-frdD;Dbxref=NCBI_GP:BAE78155.1;Name=BAE78155.1;Note=ECK4147:JW4112:b4151;gbkey=CDS;gene=frdD;product=fumarate reductase (anaerobic)%2C membrane anchor subunit;protein_id=BAE78155.1;transl_table=11,ECK4147:JW4112:b4151,ECK4147,JW4112,b4151,NA,NA,gene-frdD,cds-BAE78155.1,CDS,protein_coding,frdD,fumarate reductase (anaerobic)%2C membrane anchor subunit
AP009048.1,DDBJ,CDS,4384057,4384452,.,-,0,ID=cds-BAE78156.1;Parent=gene-frdC;Dbxref=NCBI_GP:BAE78156.1;Name=BAE78156.1;Note=ECK4148:JW4113:b4152;gbkey=CDS;gene=frdC;product=fumarate reductase (anaerobic)%2C membrane anchor subunit;protein_id=BAE78156.1;transl_table=11,ECK4148:JW4113:b4152,ECK4148,JW4113,b4152,NA,NA,gene-frdC,cds-BAE78156.1,CDS,protein_coding,frdC,fumarate reductase (anaerobic)%2C membrane anchor subunit
AP009048.1,DDBJ,CDS,4384463,4385197,.,-,0,ID=cds-BAE78157.1;Parent=gene-frdB;Dbxref=NCBI_GP:BAE78157.1;Name=BAE78157.1;Note=ECK4149:JW4114:b4153;gbkey=CDS;gene=frdB;product=fumarate reductase (anaerobic)%2C Fe-S subunit;protein_id=BAE78157.1;transl_table=11,ECK4149:JW4114:b4153,ECK4149,JW4114,b4153,NA,NA,gene-frdB,cds-BAE78157.1,CDS,protein_coding,frdB,fumarate reductase (anaerobic)%2C Fe-S subunit
AP009048.1,DDBJ,CDS,4385190,4386998,.,-,0,ID=cds-BAE78158.1;Parent=gene-frdA;Dbxref=NCBI_GP:BAE78158.1;Name=BAE78158.1;Note=ECK4150:JW4115:b4154;gbkey=CDS;gene=frdA;product=fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit;protein_id=BAE78158.1;transl_table=11,ECK4150:JW4115:b4154,ECK4150,JW4115,b4154,NA,NA,gene-frdA,cds-BAE78158.1,CDS,protein_coding,frdA,fumarate reductase (anaerobic) catalytic and NAD/flavoprotein subunit
