# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon Id containing the transcription unit
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenes. Name of the gene(s) contained in the transcription unit
## (6) pmName. Promoter Name
## (7) terminatorIds. Ids of the terminators associated to transcription unit
## (8) tuEvidence. Evidence that supports the existence of the transcription unit
## (9) addEvidence. Additive Evidence [CV(EvidenceCode1/EvidenceCodeN)|Confidence Level]
## (10) confidenceLevel. TU confidence level (Values: Confirmed, Strong, Weak)
## (11) pmids associated to object
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenes	6)pmName	7)terminatorIds	8)tuEvidence	9)addEvidence	10)confidenceLevel	11)pmids 
RDBECOLITUC03406	pflB	RDBECOLIOPC03576	focA-pflB	pflB;	pflBp4	RDBECOLITMC00350	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03407	pflB	RDBECOLIOPC03576	focA-pflB	pflB;	pflBp5	RDBECOLITMC00350	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2651404 
RDBECOLITUC03408	ackA	RDBECOLIOPC01605	ackA-pta	ackA;	ackAp				None	7934904;30810277;23274360 
RDBECOLITUC03409	bolA	RDBECOLIOPC01898	bolA	bolA;	bolAp1	RDBECOLITMC00008	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2684651;1906064;21219458 
RDBECOLITUC03410	cbpAM	RDBECOLIOPC03597	cbpA-cbpM	cbpM;cbpA;	cbpAp1		[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	15184371;7997164 
RDBECOLITUC03411	osmB	RDBECOLIOPC02368	osmB	osmB;	osmBp1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC03412	osmB	RDBECOLIOPC02368	osmB	osmB;	osmBp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2644204;23421615 
RDBECOLITUC03413	csgBAC	RDBECOLIOPC02941	csgBAC	csgC;csgB;csgA;	csgBp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7854117;36344808;21559929;27434665;15743952;16816193;22247152 
RDBECOLITUC03414	otsA	RDBECOLIOPC02985	otsBA	otsA;	otsAp	RDBECOLITMC00106	[EXP-IMP-POLAR-MUTATION:S]		S	1310094 
RDBECOLITUC03415	csgDEFG	RDBECOLIOPC02780	csgDEFG	csgG;csgF;csgE;csgD;	csgDp1		[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	17468243;32385082;29497416;15743952;29196655;20466769;23708798;16816193;21559929 
RDBECOLITUC03416	stpA	RDBECOLIOPC02666	stpA	stpA;	stpAp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049;18245262 
RDBECOLITUC03417	stpA	RDBECOLIOPC02666	stpA	stpA;	stpAp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049 
RDBECOLITUC03418	stpA	RDBECOLIOPC02666	stpA	stpA;	stpAp3		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8890170;9006049 
RDBECOLITUC03419	treA	RDBECOLIOPC02290	treA	treA;	treAp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1710760;2671658 
RDBECOLITUC03420	treR	RDBECOLIOPC03430	treR	treR;	treRp1	RDBECOLITMC00249	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9148912 
RDBECOLITUC03421	osmE	RDBECOLIOPC03192	osmE	osmE;	osmEp	RDBECOLITMC00348	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7565114 
RDBECOLITUC03422	yjaZ	RDBECOLIOPC01893	yjaZ	yjaZ;	yjaZp	RDBECOLITMC00059	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2160943 
RDBECOLITUC03423	htpX	RDBECOLIOPC00908	htpX	htpX;	htpXp	RDBECOLITMC00347	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1826904;31964733 
RDBECOLITUC03424	htpG	RDBECOLIOPC01534	htpG	htpG;	htpGp1	RDBECOLITMC00346	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3299380;32385082 
RDBECOLITUC03425	htpG	RDBECOLIOPC01534	htpG	htpG;	htpGp2	RDBECOLITMC00346	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3299380;32385082 
RDBECOLITUC03426	yadV-htrE	RDBECOLIOPC02348	yadV-htrE	htrE;yadV;	yadVp2		[EXP-IMP-POLAR-MUTATION:S]		S	8102362 
RDBECOLITUC03427	yadV-htrE	RDBECOLIOPC02348	yadV-htrE	htrE;yadV;	yadVp3		[EXP-IMP-POLAR-MUTATION:S]		S	8102362 
RDBECOLITUC03428	htgA	RDBECOLIOPC02613	htgA	mbiA;	htgAp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8478327 
RDBECOLITUC03429	htgA	RDBECOLIOPC02613	htgA	mbiA;	htgAp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8478327 
RDBECOLITUC03430	ibpAB	RDBECOLIOPC01937	ibpAB	ibpB;ibpA;	ibpAp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	10713416;11374870;8244018;1356969;31540875;20864473;35456749 
RDBECOLITUC03431	mngR	RDBECOLIOPC00946	mngR	mngR;	mngRp	RDBECOLITMC00210			None	7805834 
RDBECOLITUC03432	fimB	RDBECOLIOPC02271	fimB	fimB;	fimBp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;35316170 
RDBECOLITUC03433	fimB	RDBECOLIOPC02271	fimB	fimB;	fimBp2		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;17238917;15534208;18284577;35316170 
RDBECOLITUC03434	grpE	RDBECOLIOPC00653	grpE	grpE;	grpEp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3045760 
RDBECOLITUC03435	fimB	RDBECOLIOPC02271	fimB	fimB;	fimBp3		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1348054;8121417;35316170 
RDBECOLITUC03436	rlmE-ftsH	RDBECOLIOPC02414	rlmE-ftsH	ftsH;rlmE;	rlmEp2	RDBECOLITMC00343	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	7724592;8444796;19656291 
RDBECOLITUC03437	fliAZY	RDBECOLIOPC02656	fliAZY	tcyJ;fliZ;fliA;	fliAp1	RDBECOLITMC00325	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8550423;8071234;24272779;17213678;31271063;29196655;22083893 
RDBECOLITUC03438	gltA	RDBECOLIOPC03119	gltA	gltA;	gltAp2	RDBECOLITMC00170	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	3309132;9720032;23274360;32385082;34475859 
RDBECOLITUC03439	dnaKJ	RDBECOLIOPC03258	tpke11	tpke11;dnaK;dnaJ;	dnaKp2		[EXP-IMP-POLAR-MUTATION:S]		S	3003085;16952953;32385082;31964733 
RDBECOLITUC03440	dnaKJ	RDBECOLIOPC03258	tpke11	tpke11;dnaK;dnaJ;	dnaKp3		[EXP-IMP-POLAR-MUTATION:S]		S	3003085;16952953;32385082;31964733 
RDBECOLITUC03441	clpPX	RDBECOLIOPC03153	clpX-lon	clpP;clpX;	clpPp2	RDBECOLITMC00342	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	11073905;8226770;17426813 
RDBECOLITUC03442	glgS	RDBECOLIOPC00598	glgS	glgS;	glgSp2	RDBECOLITMC00045	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-BOUNDARIES-DEFINED:W]	[AE(COMP-AINF-SINGLE-DIRECTON/EXP-IDA-BOUNDARIES-DEFINED):S]	S	1324388 
RDBECOLITUC03443	clpB	RDBECOLIOPC02447	clpB	clpB;	clpBp	RDBECOLITMC00202	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1906060;2066329;19656291;32385082 
RDBECOLITUC03444	hscBA-fdx-iscX	RDBECOLIOPC01196	hscBA-fdx-iscX	iscX;fdx;hscA;hscB;	hscBp	RDBECOLITMC00097	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	10544286;11432781;11983079;1317854;7665466;8134349;32385082;16677314;20718955 
RDBECOLITUC03445	hypBCDE	RDBECOLIOPC03176	hypABCDE-fhlA	hypB;hypC;hypD;hypE;	hypBp	RDBECOLITMC00341	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W	1849603 
RDBECOLITUC03446	icd	RDBECOLIOPC01922	icd	icd;	icdAp2		[EXP-IEP-COREGULATION:W]		W	9922253;23274360;21272324 
RDBECOLITUC03447	rpoH	RDBECOLIOPC02770	rpoH	rpoH;	rpoHp1	RDBECOLITMC00344	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851 
RDBECOLITUC03448	rpoH	RDBECOLIOPC02770	rpoH	rpoH;	rpoHp3	RDBECOLITMC00344	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	3315851;1649947;2170326;9466254;1962841;8736525;9767576;10347150;1327747;10766824;9155036;12391883;8969182;20000490 
RDBECOLITUC03449	lrhA	RDBECOLIOPC01568	lrhA	lrhA;	lrhAp				None	7565112 
RDBECOLITUC03450	lysU	RDBECOLIOPC03482	lysU	lysU;	lysUp2				None	1744045;2188953 
RDBECOLITUC03451	trmA	RDBECOLIOPC02254	trmA	trmA;	trmAp	RDBECOLITMC00041	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1999392 
RDBECOLITUC03452	uspA	RDBECOLIOPC03184	uspA	uspA;	uspAp1	RDBECOLITMC00338	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03453	uspA	RDBECOLIOPC03184	uspA	uspA;	uspAp2	RDBECOLITMC00338	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03454	uspA	RDBECOLIOPC03184	uspA	uspA;	uspAp3	RDBECOLITMC00338	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1453957;32211022;31964733 
RDBECOLITUC03455	rpsU-dnaG-rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp2	RDBECOLITMC00356	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;2848013;8316085 
RDBECOLITUC03456	rpsU-dnaG-rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpsU;dnaG;rpoD;	rpsUp3	RDBECOLITMC00356	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;2848013;8316085 
RDBECOLITUC03457	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpoD;	rpoDp1	RDBECOLITMC00356	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03458	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpoD;	rpoDp2	RDBECOLITMC00356	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03459	rpoD	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpoD;	rpoDp3	RDBECOLITMC00356	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;23274360 
RDBECOLITUC03460	upp-uraA	RDBECOLIOPC01181	upp-uraA	uraA;upp;	uppp		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	7721693;9352914;22152010 
RDBECOLITUC03461	nlpD-rpoS	RDBECOLIOPC03347	nlpD-rpoS	rpoS;nlpD;	nlpDp2		[EXP-IMP-POLAR-MUTATION:S]		S	7997184;8208244 
RDBECOLITUC03462	rpoS	RDBECOLIOPC03347	nlpD-rpoS	rpoS;	rpoSp		[EXP-IMP-POLAR-MUTATION:S]		S	7997184;8208244;12589799;21272324;16467145;29196655;23274360;26260461;8458856 
RDBECOLITUC03463	epd-pgk	RDBECOLIOPC03598	epd-pgk-fbaA	pgk;epd;	epdp	RDBECOLITMC00298	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C	16102000;9851989;2546007 
RDBECOLITUC03464	cvpA-purF-ubiX	RDBECOLIOPC02416	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp2	RDBECOLITMC00337	[EXP-IMP-POLAR-MUTATION:S]		S	2991286 
RDBECOLITUC03465	clpA	RDBECOLIOPC03582	clpA	clpA;	clpAp1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03466	clpA	RDBECOLIOPC03582	clpA	clpA;	clpAp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03467	clpA	RDBECOLIOPC03582	clpA	clpA;	clpAp3		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2186030 
RDBECOLITUC03468	nuoABCEFGHIJKLMN	RDBECOLIOPC03562	nuoABCEFGHIJKLMN	nuoN;nuoM;nuoL;nuoK;nuoJ;nuoI;nuoH;nuoG;nuoF;nuoE;nuoC;nuoB;nuoA;	nuoAp1	RDBECOLITMC00336	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7565112;7690854;9495756;23274360;21272324;31964733 
RDBECOLITUC03469	tsx	RDBECOLIOPC01845	tsx	tsx;	tsxp1	RDBECOLITMC00335	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2265760 
RDBECOLITUC03470	tsx	RDBECOLIOPC01845	tsx	tsx;	tsxp2	RDBECOLITMC00335	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2265760;1649947;1715855;2170326;9466254;1962841;10347150;1327747;10766824;9155036;12391883;8969182;20000490 
RDBECOLITUC03471	yecM-cutC	RDBECOLIOPC00864	yecM-cutC	yecM;cutC;		RDBECOLITMC00332	[EXP-IEP-COREGULATION:W]		W	25030700 
RDBECOLITUC03472	endA	RDBECOLIOPC03147	endA	endA;	endAp1	RDBECOLITMC00330,RDBECOLITMC00331	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7867949 
RDBECOLITUC03473	endA	RDBECOLIOPC03147	endA	endA;	endAp2	RDBECOLITMC00330,RDBECOLITMC00331	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7867949 
RDBECOLITUC03474	sdaCB	RDBECOLIOPC00573	sdaCB	sdaC;sdaB;			[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		W	8026499 
RDBECOLITUC03475	corA	RDBECOLIOPC02293	corA	corA;	corAp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	8314774 
RDBECOLITUC03476	soxR	RDBECOLIOPC01165	soxR	soxR;	soxRp	RDBECOLITMC00328	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	1708380;9564045;21272324;23274360;32561799 
RDBECOLITUC03477	livKHMGF	RDBECOLIOPC00304	livKHMGF	livF;livG;livM;livH;livK;	livKp2		[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]		S	2195019 
RDBECOLITUC03478	emrRAB	RDBECOLIOPC01892	emrRAB	mprA;emrA;emrB;	mprAp		[EXP-IMP-POLAR-MUTATION:S]		S	7730261;17426813;12618449 
RDBECOLITUC03479	fecIR	RDBECOLIOPC00912	fecIR	fecR;fecI;	fecIp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	12860393;7557462;28347827 
RDBECOLITUC03480	appA	RDBECOLIOPC03085	appCBA-yccB	appA;	appAp				None	8071219 
RDBECOLITUC03481	ppiA	RDBECOLIOPC03237	ppiA	ppiA;	ppiAp1		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459 
RDBECOLITUC03482	ppiA	RDBECOLIOPC03237	ppiA	ppiA;	ppiAp2		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;1649947;2170326;9466254;1962841;8736525;10347150;1327747;10766824;9155036;12391883;8969182;20000490 
RDBECOLITUC03483	ppiA	RDBECOLIOPC03237	ppiA	ppiA;	ppiAp3		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;1649947;2170326;9466254;1962841;8736525;10347150;1327747;10766824;9155036;12391883;8969182;20000490 
RDBECOLITUC03484	ppiA	RDBECOLIOPC03237	ppiA	ppiA;	ppiAp4		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	7715459;1649947;2170326;9466254;1962841;8736525;10347150;1327747;10766824;9155036;12391883;8969182;20000490 
RDBECOLITUC03485	cadBA	RDBECOLIOPC00429	cadBA	cadA;cadB;	cadBp		[EXP-IMP-POLAR-MUTATION:S]		S	1370290;9172436;9692215;2527331;6767681;8195083;1556086;19703467;7001435;7830562;9075621;7836317;8381784;8022268;9171439;18086202;21890697;24816374;8808945 
RDBECOLITUC03486	dcuB-fumB	RDBECOLIOPC02725	dcuB-fumB	fumB;dcuB;	dcuBp1	RDBECOLITMC00349	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9852003 
RDBECOLITUC03487	glgCAP	RDBECOLIOPC03304	glgBXCAP	glgP;glgA;glgC;	glgCp2	RDBECOLITMC00212	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2975249;2468650;8576033;18430135;19702577;352487 
RDBECOLITUC03488	glgCAP	RDBECOLIOPC03304	glgBXCAP	glgP;glgA;glgC;	glgCp3	RDBECOLITMC00212	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]		W	2975249;2468650;8576033;18430135;19702577;352487 
RDBECOLITUC03489	fliAZY	RDBECOLIOPC02656	fliAZY	tcyJ;fliZ;fliA;	fliAp2	RDBECOLITMC00325	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8550423;17302803;31271063 
RDBECOLITUC03490	rpsU	RDBECOLIOPC03086	rpsU-dnaG-rpoD	rpsU;	rpsUp1	RDBECOLITMC00326	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	6186393;6206376;6222240;7685758 
RDBECOLITUC03491	glnB	RDBECOLIOPC03583	glrR-glnB	glnB;	glnBp1		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8388874;21272324 
RDBECOLITUC03492	glnB	RDBECOLIOPC03583	glrR-glnB	glnB;	glnBp3		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	8388874;21272324 
RDBECOLITUC03493	cvpA-purF-ubiX	RDBECOLIOPC02416	cvpA-purF-ubiX	ubiX;purF;cvpA;	cvpAp1	RDBECOLITMC00337	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	2404765 
RDBECOLITUC03494	ompC	RDBECOLIOPC03118	ompC	ompC;	ompCp2	RDBECOLITMC00018	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2203749;17426813;23274360;1289796;8125343 
RDBECOLITUC03495	ompC	RDBECOLIOPC03118	ompC	ompC;	ompCp3	RDBECOLITMC00018	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2203749;17426813;23274360;1289796;8125343 
RDBECOLITUC03496	yhfA	RDBECOLIOPC00029	yhfA	yhfA;	yhfAp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	1715982 
RDBECOLITUC03497	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp4	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC03498	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp5	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC03499	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp3	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC03500	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp2	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC03501	ptsHI-crr	RDBECOLIOPC03268	ptsHI-crr	ptsH;ptsI;crr;	ptsHp1	RDBECOLITMC00265	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2457575;2960675;7852310;15252051;23274360;12754220;21272324 
RDBECOLITUC03502	pyrLBI	RDBECOLIOPC02726	pyrLBI	pyrL;pyrI;pyrB;	pyrLp2	RDBECOLITMC00061	[EXP-IEP-COREGULATION:W]		W	6294470;7517939;2656651;6300835;2991885;3928602;3044790 
RDBECOLITUC03503	pyrLBI	RDBECOLIOPC02726	pyrLBI	pyrL;pyrI;pyrB;	pyrLp1	RDBECOLITMC00061	[EXP-IEP-COREGULATION:W]		W	6294470;7517939;2656651;6300835;2991885;3928602;3044790;28644990 
RDBECOLITUC03504	rcsA	RDBECOLIOPC00061	rcsA	rcsA;	rcsAp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	9882673;23421615;19783745 
RDBECOLITUC03505	rpoN-hpf-ptsN-yhbJ-npr	RDBECOLIOPC03605	lptAB-rpoN-hpf-ptsN-rapZ-npr	rpoN;hpf;ptsN;rapZ;npr;	rpoNp	RDBECOLITMC00280	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W][EXP-IEP:W]		W	8025669;21272324 
RDBECOLITUC03506	glmUS	RDBECOLIOPC02000	glmUS	glmS;glmU;	glmUp2	RDBECOLITMC00355	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		S	7545108 
RDBECOLITUC03507	aspV	RDBECOLIOPC02257	aspV	aspV;	aspVp	RDBECOLITMC00172	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03508	thrW	RDBECOLIOPC01137	thrW	thrW;	thrWp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03509	argU	RDBECOLIOPC00282	argU	argU;	argUp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03510	lysT-valT-lysW	RDBECOLIOPC01862	lysT-valT-lysW	lysT;valT;lysW;	lysTp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03511	valVW	RDBECOLIOPC00883	valVW	valV;valW;	valVp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	17981836 
RDBECOLITUC03512	proL	RDBECOLIOPC00017	proL	proL;	proLp	RDBECOLITMC00190	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03513	valUXY-lysV	RDBECOLIOPC01503	valUXY-lysV	valU;valX;valY;lysV;	valUp	RDBECOLITMC00182	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03514	metZWV	RDBECOLIOPC00587	metZWV	metZ;metW;metV;	metZp	RDBECOLITMC00110,RDBECOLITMC00111	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S	2843439 
RDBECOLITUC03515	asnT	RDBECOLIOPC02179	asnT	asnT;	asnTp	RDBECOLITMC00188	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03516	asnU	RDBECOLIOPC01183	asnU	asnU;	asnUp	RDBECOLITMC00197	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03517	asnV	RDBECOLIOPC00319	asnV	asnV;	asnVp		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03518	argW	RDBECOLIOPC01801	argW	argW;	argWp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03519	pheV	RDBECOLIOPC00826	pheV	pheV;	pheVp	RDBECOLITMC00173	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03520	ileX	RDBECOLIOPC00050	ileX	ileX;	ileXp	RDBECOLITMC00192	[EXP-IDA-BOUNDARIES-DEFINED:W]		W	 
RDBECOLITUC03521	argX-hisR-leuT-proM	RDBECOLIOPC01444	argX-hisR-leuT-proM	argX;hisR;leuT;proM;	argXp	RDBECOLITMC00163	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]		S	12000793 
RDBECOLITUC03522	thrU-tyrU-glyT-thrT-tufB	RDBECOLIOPC00539	thrU-tyrU-glyT-thrT-tufB	tufB;thrU;tyrU;glyT;thrT;	thrUp	RDBECOLITMC00160	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]		W	3317280;6168388;31964733 
RDBECOLITUC03523	glyVXY	RDBECOLIOPC02237	glyVXY	glyV;glyX;glyY;	glyVp		[EXP-IDA-BOUNDARIES-DEFINED:W]		W	38505555 
